efsaprodcode2_recoded,Alpha-Tocopherol,Calcium,Copper,Magnesium,"Niacin Equivalents, Total",Phosphorus,Potassium,Riboflavin,Thiamin,Total Iron,Total Selenium,Vitamin B-12,"Vitamin B-6, Total",Vitamin E; Alpha-Tocopherol Equiv From E Vitamer Activities,"Vitamin K, Total",Zinc,foodLevel1,foodLevel2,foodLevel3,foodLevel4,level1,level2,level3
Rye groats,0.6931471805599453,4.206822545648791,0.3774574831212609,4.875415401928437,1.8774783446305925,5.881251004701125,6.013365811061083,0.1397619423751587,0.37717340751605727,1.8827312474337816,0.002796087302001274,0.0,0.4722332845730047,0.38526240079064483,0.005882663158155496,1.4757432411742244,890,0,0,0,10,14,24
Rye porridge,0.09531017980432487,2.1162555148025524,0.0687795153948257,2.70805020110221,0.09531017980432487,3.7954891891721947,4.12552017969055,0.016997576368571094,0.0295588022415444,0.4700036292457356,0.0003999200213269354,0.0,0.019802627296179712,0.09531017980432487,0.0,0.33647223662121295,891,0,0,0,10,11,144
"Rye porridge, INGRED Cow milk, whole",0.09531017980432487,4.6210435351443815,0.04669272799198229,2.995732273553991,0.09531017980432487,4.604169685654508,5.090678001769792,0.12600312620373105,0.039220713153281295,0.33647223662121295,0.002496880198587199,0.00029995500899797546,0.07696104113612832,0.09531017980432487,0.0,0.4700036292457356,891,5,33,0,10,11,144
"Rye porridge, INGRED Tap water",0.09531017980432487,2.1041341542702074,0.05097824476462944,2.6390573296152584,0.09531017980432487,3.563882963939251,3.9871304779149512,0.009950330853168083,0.019802627296179712,0.33647223662121295,0.0003999200213269354,0.0,0.048790164169432,0.09531017980432487,0.0,0.262364264467491,891,6,0,0,10,11,144
Rye rolled grains,0.8064758658669484,4.174387269895637,0.2900008106707396,4.771894545968378,1.4662601427577724,5.879335142376461,6.1609058898917395,0.15700374880966478,0.3001045924503381,1.547562508716013,0.001998002662673056,0.0,0.2546422183735807,0.7438402948754633,0.0,1.256836293883004,892,0,0,0,10,11,13
Rye starch,0.0,2.9444389791664403,0.07696104113612832,2.1972245773362196,0.0,4.61512051684126,4.110873864173311,0.0,0.0,0.4700036292457356,0.0009995003330835331,0.0,0.0,0.0,0.0,0.18232155679395465,893,0,0,0,10,14,24
"Rye-wheat bread, refined flour",0.7323678937132266,3.2380246437069617,0.14410034397375684,3.571408869639598,1.2719117873341288,4.737221316898962,5.094567862340462,0.09999615315867558,0.1612681475961223,0.9858167945227653,0.002230843151359511,0.0,0.11807928806560099,0.31100789775527765,0.0009995003330835331,0.7379611963497379,894,223,0,0,10,10,123
"Rye-wheat bread, wholemeal",0.2963940130538024,3.314705350308712,0.2624961239055214,4.166886683220194,1.588826958529976,5.301241658065283,5.550131669870594,0.08957950509533984,0.13340638481137151,1.1917990033942272,0.00395360277401524,0.0,0.1361529533294742,0.5549190612765021,0.001725177691507233,0.9974756441264685,894,277,0,0,10,10,123
Saccharine,0.0,1.3873652161213836,0.0,0.7592469822644691,0.0,1.6094379124341003,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,895,0,0,0,0,30,132
"Safflower seed oil, edible",1.791759469228055,1.3873652161213836,0.0,0.7592469822644691,0.0,1.6094379124341003,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0,1.7847852054907187,0.010939940038334362,0.019900661706336177,896,102,0,0,2,67,166
Saffron,0.0,4.709530201312334,0.2851789422336624,4.9185200051884514,1.6094379124341003,5.5254529391317835,6.5245058508019955,0.23901690047049992,0.11332868530700317,2.1550789558854557,0.0,0.0,0.0,0.9895411936137477,0.0,1.0548096660097168,897,0,0,0,12,60,181
Sage,0.0,6.016505531065751,0.11600367575630613,4.564348191467836,0.8276780735175515,3.1660776393012298,5.58724865840025,0.05354076692802982,0.11051861831544975,1.7116334247487701,0.002995508979798479,0.0,0.0,0.0,0.0,0.7069796408696212,898,0,0,0,19,6,3
Salad dressing,1.791759469228055,2.7287860995813884,0.013705647056111934,1.5745506534336597,0.10975086395911919,2.6984807500860595,3.5229935180682572,0.020047695303778014,0.008298802814695094,0.19227188764712272,0.0019124558043292555,0.0,0.005484930230569685,1.7847852054907187,0.010939940038334362,0.10487468337471811,899,0,0,0,16,18,190
"Salad dressing, low fat",1.1314021114911006,3.5388867844353418,0.0171380159446744,2.0614230361771577,0.580218415274269,3.377099830083095,4.110873864173311,0.04516455195437364,0.017250353406527592,0.26338937988273636,0.0009138680096835525,0.00029995500899797546,0.021370025736192483,1.7847852054907187,0.022739486969489426,0.15834594899896087,899,161,0,0,16,18,190
"Salmon roe, atlantic",1.791759469228055,3.044522437723423,0.262364264467491,3.044522437723423,2.043425687475466,5.993961427306569,5.860786223465865,0.41314979086671205,0.3220834991691133,0.4700036292457356,0.0,0.008464078412129412,0.4054651081081644,1.7847852054907187,0.0,0.6931471805599453,901,43,0,0,6,29,64
"Salmon, threadfin",1.0647107369924282,2.5649493574615367,0.0295588022415444,3.332204510175204,2.1400661634962708,5.501258210544727,5.983936280687191,0.3074846997479606,0.12221763272424921,0.6931471805599453,0.025667746748577788,0.003992021269537453,0.4722332845730047,1.0647107369924282,0.0,0.4700036292457356,900,259,0,0,6,27,48
"Salmon, threadfin, PROCESS Baking",1.62924053973028,2.5649493574615367,0.0295588022415444,3.5553480614894135,2.2823823856765264,5.8522024797744745,6.1224928095143865,0.07696104113612832,0.1988508587451652,0.262364264467491,0.02176149178151269,0.003982061060572187,0.3378997886123984,1.62924053973028,0.0,0.38526240079064494,900,259,4,0,6,27,48
"Salmon, threadfin, PROCESS Cooking in water",1.62924053973028,2.5649493574615367,0.0295588022415444,3.5553480614894135,2.2823823856765264,5.8522024797744745,6.1224928095143865,0.07696104113612832,0.1988508587451652,0.262364264467491,0.02176149178151269,0.003982061060572187,0.3378997886123984,1.62924053973028,0.0,0.38526240079064494,900,259,5,0,6,27,48
"Salmon, threadfin, PROCESS Steaming",1.62924053973028,2.5649493574615367,0.0295588022415444,3.5553480614894135,2.2823823856765264,5.8522024797744745,6.1224928095143865,0.07696104113612832,0.1988508587451652,0.262364264467491,0.02176149178151269,0.003982061060572187,0.3378997886123984,1.62924053973028,0.0,0.38526240079064494,900,259,8,0,6,27,48
Salsa,0.5306282510621704,2.7814776696570274,0.07957666502659644,2.5382217085557217,0.4574248470388754,3.242592351485517,5.364372594047645,0.04059339696525348,0.047428693571110896,0.3666252747919005,0.0003427983807778875,0.0,0.08355302281828118,0.8285518175661483,0.0,0.12348105677102117,902,0,0,0,16,18,190
Salsifies,0.6931471805599453,3.978345648359219,0.16889853646181394,3.077970371790963,0.5007752879124893,4.225790448355602,5.802118375377063,0.030252043170520895,0.09010183469718663,1.3083328196501787,0.0003999200213269354,0.0,0.07696104113612832,0.5877866649021191,0.0,0.19227188764712275,903,0,0,0,19,48,124
"Salsifies, PROCESS Cooking in water",1.791759469228055,3.80348283685294,0.16090333942037335,2.8399135366260357,0.4365945671146058,4.007333185232471,5.512852543325646,0.06899287148695145,0.06230388333615485,0.9985288301111271,0.0005998200719676155,0.0,0.10384508225416227,1.2794883568020814,0.0,0.23054466679452024,903,11,0,0,19,48,124
"Salsifies, PROCESS Steaming",0.0,3.900528626002411,0.07351596021453602,2.7454377331738304,0.5882627420356051,3.9484926852095374,5.636319045221148,0.07112393249590558,0.05042148590151608,0.7073318155519017,0.0005998200719676155,0.0,0.08879549878313117,0.9823780530015767,0.0,0.23620079047085787,903,18,0,0,19,48,124
Salt,0.0,4.695272020685278,0.15088003095913563,4.9185200051884514,0.0,3.784189633918261,3.6375861597263857,0.0,0.0,0.2174128766052247,0.0006248047688420805,0.0,0.0,0.0,0.0,0.08617769624105233,904,0,0,0,16,58,165
"Salt, flavoured",0.09531017980432487,6.025658913052238,0.20210084114728846,4.809062957710164,0.406797553341943,5.010444799762886,6.144185634125646,0.017348638334613004,0.005816385321439824,0.7443154671343447,0.0003999200213269354,0.0,0.05826890812397577,0.23348984336835407,0.0,0.32990308788574335,904,116,0,0,16,58,165
"Salt, iodised",0.0,5.02105698955867,0.08748745412311582,4.456670177669648,0.0,4.449351449060136,2.7269186854065928,0.0,0.0,0.262364264467491,0.000499875041651048,0.0,0.0,0.0,0.0,0.07563741420562005,904,149,0,0,16,58,165
"Salt, iodised and fluoridated",0.0,5.5254529391317835,0.09531017980432487,4.795790545596741,0.0,5.017279836814924,2.1972245773362196,0.0,0.0,0.09531017980432487,0.0,0.0,0.0,0.0,0.0,0.048790164169432,904,150,0,0,16,58,165
"Salt, low sodium",0.0,3.784189633918261,0.23111172096338664,4.9185200051884514,0.0,4.61512051684126,6.5245058508019955,0.0,0.0,0.6418538861723948,0.001199280575482097,0.0,0.0,0.0,0.0,0.18232155679395465,904,162,0,0,16,58,165
Sandwich and sandwich-like dishes,0.739553553374101,3.82988286157716,0.10268551245342122,3.121735399757722,1.2669476034873244,4.901032990530066,4.98556165654414,0.08984070399978947,0.1601733235709438,0.5944312076207876,0.006478966097709123,0.00018998195228600755,0.09919871354401728,0.7323678937132266,0.002995508979798479,0.637483447447341,905,0,0,0,4,22,162
Sandwich with cheese and vegetable topping/filling,0.5877866649021191,6.023793434223342,0.15631975425495384,3.2381180710905957,1.5445793400856038,5.672537489702518,5.245067271656511,0.09855167372849585,0.054217585904797104,0.4414755456311975,0.004390348301292895,0.0007711311733459204,0.08289577665594287,0.5866749360494286,0.006975613736425242,1.0947954901414088,906,0,0,0,4,22,162
Sandwich with cheese topping/filling,0.8607780219438963,5.510197725583536,0.19036058561056593,3.2234368361957633,1.6185675388504341,5.416608209756275,4.9471375010545495,0.18647956694261833,0.09466061823552925,0.6227247162633995,0.006280237957150484,0.0006340846401231941,0.10384508225416227,0.5341514490694874,0.005044398458973426,0.9575971804561605,907,0,0,0,4,22,162
Sandwich with fish and vegetable topping/filling,0.708035793053696,4.560621016075914,0.09283959796123156,3.3623575483458916,1.8805331812814825,4.842498372294258,5.149983072042218,0.07178895878895272,0.07152300134057656,0.5810976767513224,0.014255055047617378,0.0009524034626618665,0.14422402216326582,1.0299050906583187,0.008619884674439913,0.5727535975308204,908,0,0,0,4,22,162
Sandwich with fish topping/filling,0.0,4.608763721498222,0.08782771036552017,3.3134584673541485,2.0300149250174773,4.743191483885466,5.057518879995106,0.08010424424166145,0.0925791812930932,0.704878103435644,0.01909649569098836,0.0012831763769459484,0.1702489755596854,1.2081839250974007,0.007968169649176874,0.5580145065684489,909,0,0,0,4,22,162
Sandwich with meat and vegetable topping/filling,1.1631508098056809,3.9051422443359236,0.08842941871210248,2.906120114864304,1.6398285461391098,4.800501979518061,5.208392659020049,0.12512112526455257,0.1487893950135035,0.8380511594794351,0.009780585188347679,0.0007482913887240963,0.16090333942037335,1.4184226748714124,0.006975613736425242,0.739280757900814,910,0,0,0,4,22,162
Sandwich with processed meat topping/filling,1.252762968495368,4.663708599571184,0.08515489288416186,3.0197277791102066,1.5675439149525099,4.868852263077659,5.21834608489503,0.10872627370555148,0.1869536691205162,0.690858850041933,0.005641201318605509,0.00035993521554780213,0.1605870646479485,0.7325601829167804,0.004987541511039074,0.7497300319702153,911,0,0,0,4,22,162
Sardines and sardine-type fishes,0.4054651081081644,4.360365137892702,0.1484200051182733,3.2188758248682006,2.606231553765013,5.546292893563428,6.072715315990435,0.21626279022198733,0.019802627296179712,1.1080910326226534,0.03343477608623739,0.003209130940948376,0.4722332845730047,0.34783599527152803,0.0,0.8415671856782186,912,0,0,0,6,27,107
"Sardines and sardine-type fishes, PROCESS Baking",0.4440445900756395,4.664785895662446,0.15075717328959107,3.3573947590037623,2.606231553765013,5.653491184360502,6.004944708664675,0.25209190374629253,0.015451437892032745,1.1733221204842903,0.03536714383729131,0.006918866488651531,0.4722332845730047,0.3132036096818586,0.0,0.9210792486059522,912,9,0,0,6,27,107
"Sardines and sardine-type fishes, PROCESS Cooking in water",0.9932517730102833,4.624972813284271,0.14940474178081278,3.4834354798991276,2.6024145153134235,5.734265491381277,6.118726326718909,0.2537558899308909,0.05772967920824073,1.24555336820255,0.0344014267173324,0.005030184525053765,0.4717877510392369,0.5793063641361856,0.0,1.0926900247258535,912,11,0,0,6,27,107
"Sardines and sardine-type fishes, PROCESS Frying",0.4440445900756395,4.634728988229636,0.17647114311577905,3.295836866004329,2.606231553765013,5.631211781821365,6.059123195581797,0.23822918873225063,0.018821754240587758,1.2363431843563868,0.0,0.00019998000266626675,0.4722332845730047,0.4440445900756395,0.0,1.074319596099065,912,14,0,0,6,27,107
"Sardines and sardine-type fishes, PROCESS Steaming",0.9932517730102833,4.624972813284271,0.14940474178081278,3.4834354798991276,2.572328656743319,5.864036937421477,5.9792473631693905,0.20375683751401966,0.0523213371989794,1.1775114856395672,0.0344014267173324,0.005030184525053765,0.4722332845730047,0.5793063641361856,0.0,1.111669527824758,912,18,0,0,6,27,107
Sauerkraut,0.09531017980432487,3.8788108712220324,0.08038111194681245,2.634284050862601,0.4603740802698925,3.6888794541139363,5.634789603169249,0.04720160148429416,0.03941300235683504,0.3942918075100391,0.0010327998119497661,0.0,0.16041672140590474,0.12883287184296843,0.024692612590371504,0.22047332275833087,913,0,0,0,19,69,61
"Sauerkraut, PROCESS Baking",0.1527210870176639,3.9889840465642745,0.13365638481267358,2.772588722239781,0.3791211327685624,3.871201010907891,5.762051382780177,0.050693114315518116,0.026641930946421175,0.5068176023684519,0.0,0.0,0.1889660995126232,0.1527210870176639,0.027615167032973367,0.3015849776207723,913,9,0,0,19,69,61
"Sauerkraut, PROCESS Cooking in water",0.0,3.796451807568363,0.07603468627599762,2.3000103526215767,0.32848120956795046,3.5594213868770495,5.421166910825699,0.027754123470353907,0.02538923400481951,0.5642580571348863,0.002676415203408205,0.0,0.13278111123381847,0.14306084284065199,0.02761516703297337,0.20189073013786593,913,11,0,0,19,69,61
"Sauerkraut, PROCESS Steaming",0.15614868248993136,3.852576261070185,0.07603468627599762,2.178316787648657,0.4122988476867295,3.681710964635324,5.288988271259519,0.032467190137501496,0.02538923400481951,0.46292506378139164,0.0027675952441604686,0.0,0.14620079572518552,0.14306084284065199,0.027615167032973367,0.1948616477761285,913,18,0,0,19,69,61
Sausage roll,0.18232155679395465,2.4849066497880004,0.05826890812397577,2.833213344056216,1.308332819650179,4.844187086458591,5.081404364984463,0.16551443847757338,0.2546422183735807,0.7419373447293773,0.006975613736425242,0.0007996801705643322,0.2191355299166709,0.18232155679395465,0.0,1.1537315878891892,914,0,0,0,4,22,162
"Scallops, pectens",0.4054651081081644,3.80348283685294,0.048790164169432,3.9968892260713877,1.554559250924111,5.247024072160486,5.762949451991862,0.11396623712968261,0.047701136019329245,0.26043933605790665,0.021789447778774822,0.0017969559357423732,0.1094948147962813,0.6418538861723948,0.0,0.8784405077430574,915,198,0,0,6,46,10
"Scallops, pectens, PROCESS Baking",0.4706284340145776,4.430816798843313,0.0916671885258238,4.007333185232471,1.6453840392075694,5.099866427824199,5.765191102784844,0.1873090983049937,0.0916671885258238,0.05414721807044643,0.0,0.0021975835434872217,0.06485097231961633,0.4706284340145776,0.0,1.2255385822404965,915,198,4,0,6,46,10
"Scallops, pectens, PROCESS Cooking in water",0.4811908186362999,4.382026634673881,0.09826036916751954,3.828641396489095,1.9607585476109077,5.4589774265608115,5.799525461219067,0.09816324878673129,0.06404732909393708,1.1151415906193203,0.03536714383729131,0.005982071677547463,0.05921185963184609,0.5714314218758489,0.0,1.1228866953556829,915,198,5,0,6,46,10
"Scallops, pectens, PROCESS Frying",0.0,4.665324108807838,0.05050298217310676,3.8416005411316,1.6453840392075694,5.5991624255260986,6.031165913959534,0.1145779047074351,0.04459088332787514,1.3862943611198906,0.02195716735204214,0.006260362970813881,0.06485097231961633,0.6099829392991765,0.0,0.9291674696878345,915,198,6,0,6,46,10
"Scallops, pectens, PROCESS Steaming",0.4811908186362999,4.248495242049359,0.13102826240640408,3.906292330719161,1.963208643225443,5.210266488425302,5.617809519359053,0.12348105677102117,0.08552217343816201,0.7419373447293773,0.03536714383729131,0.003992021269537452,0.05921185963184609,0.4811908186362999,0.0,1.2552089542236284,915,198,8,0,6,46,10
Scones and similar,1.791759469228055,5.231108616854587,0.09531017980432487,2.8903717578961645,1.2237754316221157,6.154615419744767,5.043425116919247,0.08617769624105233,0.1397619423751587,0.8197798314933114,0.001998002662673056,0.00029995500899797546,0.08617769624105233,1.7847852054907187,0.0,0.5306282510621704,916,0,0,0,10,26,201
Sea bass,0.22314355131420976,4.795790545596741,0.10307218513981407,3.1780538303479458,1.9740810260220096,5.902242937144212,5.254514743889644,0.0976451140601137,0.07537247845099047,1.204686835059593,0.0,0.003641931537679803,0.20945022418220727,0.22314355131420976,0.0,0.44742930720719654,917,0,0,0,6,27,105
"Sea bass, PROCESS Cooking in water",0.0,4.31748811353631,0.0,3.5553480614894135,2.0149030205422647,5.6131281063880705,5.811140992976701,0.12221763272424921,0.16551443847757338,0.33647223662121295,0.0,0.0010993954433009636,0.13102826240640408,0.0,0.0,0.7419373447293773,917,11,0,0,6,27,105
"Sea bass, PROCESS Steaming",0.0,4.31748811353631,0.0,3.5553480614894135,2.0149030205422647,5.6131281063880705,5.811140992976701,0.12221763272424921,0.16551443847757338,0.33647223662121295,0.0,0.0010993954433009636,0.13102826240640408,0.0,0.0,0.7419373447293773,917,18,0,0,6,27,105
Sea bream,0.22314355131420976,3.6995367485879243,0.20189073013786593,3.1660776393012298,2.263250087595369,5.505912087472616,5.804704583715096,0.09440067542148432,0.07603468627599762,0.4054651081081644,0.0,0.002217539440954483,0.3329968165841552,0.22314355131420976,0.0,0.43733284695618685,918,0,0,0,6,27,105
"Sea bream, PROCESS Cooking in water",0.0,2.3978952727983707,0.0,3.6375861597263857,1.791759469228055,5.159055299214529,5.700443573390687,0.04783732941416013,0.10436001532424277,0.4054651081081644,0.0,0.0010993954433009636,0.15700374880966478,0.0,0.0,0.6418538861723948,918,11,0,0,6,27,105
"Sea bream, PROCESS Steaming",0.0,2.3978952727983707,0.0,3.6375861597263857,1.791759469228055,5.159055299214529,5.700443573390687,0.04783732941416013,0.10436001532424277,0.4054651081081644,0.0,0.0010993954433009636,0.15700374880966478,0.0,0.0,0.6418538861723948,918,18,0,0,6,27,105
Sea buckthorns,1.3862943611198906,3.6642939786413216,0.16177865556262525,3.337293579682675,0.5573274574174103,2.4620278674030693,5.0238805208462765,0.13602827282310984,0.07245354311593222,0.35166240211518807,9.999500033330834e-05,0.0,0.1022986901934241,1.3987168811184478,0.0,0.1484200051182733,919,0,0,0,8,33,7
Sea salt,0.0,4.402645921876617,0.13102826240640408,4.0103589061490075,0.0,1.6094379124341003,4.04305126783455,0.0,0.0,1.2622417124499117,0.0,0.0,0.0,0.0,0.0,0.07958106267033892,920,0,0,0,16,58,165
Sea-squirts and other tunicates,0.0009995003330835331,4.060443010546419,0.6261309257071586,4.465908118654584,1.5002924651733025,4.955827057601261,5.8522024797744745,0.10165365372649983,0.025667746748577788,1.5040773967762742,0.0,0.001998002662673056,0.13102826240640408,0.0009995003330835331,0.0,0.9631743177730054,921,0,0,0,6,46,81
"Sea-squirts and other tunicates, PROCESS Baking",0.0009995003330835331,4.060443010546419,0.6261309257071586,4.406719247264253,1.506518858426259,4.890349128221754,5.726847747587197,0.08984070399978947,0.016857117066422903,1.5405164669676785,0.0,0.0014988761237358919,0.08892620919440151,0.0009995003330835331,0.0,1.0249657484998111,921,9,0,0,6,46,81
"Sea-squirts and other tunicates, PROCESS Cooking in water",0.0009995003330835331,4.399726211773283,0.6261309257071586,4.757277964185549,1.8393243933013859,5.082291283002691,5.521460917862246,0.12284954427766218,0.02900386327058819,1.64676122226003,0.03536714383729131,0.008464078412129412,0.1466943791508035,0.49481818562017377,0.0,1.727842976812722,921,11,0,0,6,46,81
"Sea-squirts and other tunicates, PROCESS Frying",0.0009995003330835331,4.060443010546419,0.6261309257071586,4.406719247264253,1.506518858426259,4.890349128221754,5.726847747587197,0.08984070399978947,0.016857117066422903,1.5405164669676785,0.0,0.0014988761237358919,0.08892620919440151,0.0009995003330835331,0.0,1.0249657484998111,921,14,0,0,6,46,81
"Sea-squirts and other tunicates, PROCESS Steaming",0.0009995003330835331,4.117875059632295,0.6261309257071586,4.250533978739207,1.7896143128816668,4.869729841019018,5.327876168789581,0.09075436326846414,0.019802627296179712,1.5501427636195209,0.0,0.006904679173529743,0.0676586484738148,0.27808617877833397,0.0,1.727842976812722,921,18,0,0,6,46,81
Seafood salad,0.0,3.861431219312086,0.24946085963158318,3.367295829986474,1.857729257280962,4.960160378195954,5.309174876548819,0.09515865317322957,0.05005919987273695,1.1871317871299094,0.026479632804378646,0.005365579498410187,0.1211846510047116,1.7847852054907187,0.013902905168991422,0.8676605549060883,922,0,0,0,4,22,51
Seafood-based meals,1.791759469228055,3.6648428762856953,0.21967086183523715,3.064947342575464,1.7638457020629434,5.251400446760285,5.239363223704366,0.26223605112030596,0.052750565385528934,0.4382549309311552,0.014280874492242558,0.0012675296780745055,0.18190480329761222,1.4175022882440838,0.0013324452337786195,0.5344444893646246,923,0,0,0,4,22,51
Seasoning mixes,0.0,5.737861788309064,0.6261309257071586,4.9185200051884514,1.5206066987274847,5.353752073436137,6.5245058508019955,0.20685155453723228,0.12486898204586927,2.1550789558854557,0.016660440893107246,0.0,0.3191807395111519,0.4824261492442927,0.0,1.2329100542205336,924,0,0,0,16,58,165
Sesame paste (tahini) (sesamus indicum),0.0,6.025658913052238,0.6261309257071586,4.9185200051884514,2.606231553765013,6.154615419744767,6.134265345739653,0.31188676114859837,0.37717340751605727,1.8603522606936667,0.01758448275700294,0.0,0.4722332845730047,1.5352530142447238,0.001998002662673056,1.727842976812722,925,0,0,0,12,54,126
"Sesame seed oil, edible",0.8754687373538999,2.3978952727983707,0.0,0.7592469822644691,0.1397619423751587,1.6094379124341003,3.044522437723423,0.06765864847381481,0.009950330853168083,0.09531017980432487,0.0,0.0,0.0,0.45488999143568737,0.009950330853168083,0.019900661706336177,926,102,0,0,2,67,166
Sesame seeds,1.1939224684724346,6.025658913052238,0.6261309257071586,4.9185200051884514,2.5172355369033603,6.154615419744767,6.1637357680484355,0.1768303170196703,0.37717340751605727,2.1550789558854557,0.025751285447928825,0.0,0.4722332845730047,1.2215671127268872,0.001998002662673056,1.727842976812722,927,0,0,0,12,49,127
"Sesame seeds, PROCESS Baking",1.1786549963416462,6.025658913052238,0.6261309257071586,4.9185200051884514,2.1155323618241897,6.154615419744767,6.025520848714037,0.12789051273443688,0.37717340751605727,2.1550789558854557,0.001998002662673056,0.0,0.27709046459588993,1.0116009116784799,0.011928570865273802,1.727842976812722,927,9,0,0,12,49,127
Shads,0.6312717768418579,3.044522437723423,0.262364264467491,3.4339872044851463,2.5441970485912986,5.564520407322694,5.802118375377063,0.2151113796169455,0.1397619423751587,0.4054651081081644,0.0,0.008464078412129412,0.262364264467491,0.6312717768418579,0.0,0.6931471805599453,928,0,0,0,6,27,48
"Shads, PROCESS Baking",0.9741822102899327,3.713572066704308,0.1292723357041392,3.5263605246161616,2.129659257840453,5.583496308781699,5.8916442118257715,0.20945022418220727,0.037295784743696894,0.7428892724547594,0.0,0.008464078412129412,0.353469812989784,0.9741822102899328,0.0,0.6097655716208943,928,9,0,0,6,27,48
"Shads, PROCESS Cooking in water",0.9858167945227653,3.7612001156935624,0.1292723357041392,3.5263605246161616,1.9638903885197336,5.579729825986222,5.820082930352362,0.17563256864315802,0.03633192924739028,0.739553553374101,0.0,0.008464078412129412,0.33074156191222787,0.9858167945227654,0.0,0.634988266386413,928,11,0,0,6,27,48
"Shads, PROCESS Frying",0.9741822102899327,3.713572066704308,0.1292723357041392,3.5263605246161616,2.129659257840453,5.583496308781699,5.8916442118257715,0.20945022418220727,0.037295784743696894,0.7428892724547594,0.0,0.008464078412129412,0.353469812989784,0.9741822102899328,0.0,0.6097655716208943,928,14,0,0,6,27,48
"Shads, PROCESS Steaming",0.9858167945227653,3.7612001156935624,0.1292723357041392,3.5263605246161616,1.9638903885197336,5.579729825986222,5.820082930352362,0.17563256864315802,0.03633192924739028,0.739553553374101,0.0,0.008464078412129412,0.33074156191222787,0.9858167945227654,0.0,0.634988266386413,928,18,0,0,6,27,48
Shallots,0.27002713721306015,3.4746248502169728,0.056380333436107634,2.0689702418125404,0.7419373447293773,3.9471143252394163,5.547407099806832,0.047428693571110896,0.03853366400224291,0.6530689569925349,0.0010327998119497661,0.0,0.17551271486462416,0.2295231582782488,0.0,0.32518427684736156,929,0,0,0,19,12,16
"Shallots, PROCESS Baking",0.7419373447293773,2.28949985344539,0.038258712117090345,2.0149030205422647,0.5971867894140341,3.40452517175483,5.37989735354046,0.017839918128331,0.04018178963283184,0.20701416938432615,0.00029995500899797546,0.0,0.08065790301745447,0.7419373447293773,0.00786895837869518,0.08065790301745447,929,9,0,0,19,12,16
"Shallots, PROCESS Cooking in water",0.09531017980432487,3.2188758248682006,0.06765864847381481,2.302585092994046,0.09531017980432487,3.6635616461296463,5.075173815233827,0.009950330853168083,0.0295588022415444,0.18232155679395465,0.0,0.0,0.1097508639591192,0.09531017980432487,0.0,0.27002713721306015,929,11,0,0,19,12,16
"Shallots, PROCESS Frying",0.5306282510621704,3.295836866004329,0.039220713153281295,2.302585092994046,0.18232155679395465,3.713572066704308,5.342334251964811,0.019802627296179712,0.0295588022415444,0.262364264467491,0.0009995003330835331,0.0,0.07510747248680541,0.5306282510621704,0.0,0.16551443847757338,929,14,0,0,19,12,16
Shandy,0.004987541511039074,2.1231166051824975,0.024497471600387438,1.5566397268671295,0.43178241642553783,2.4336133554004498,2.7867733572317377,0.013705647056111934,0.002397124599721494,0.1329562272486255,0.001199280575482097,6.799768810480532e-05,0.018541327990853257,0.004987541511039074,0.0,0.02176149178151269,930,0,0,0,1,7,6
Sharks,0.5007752879124893,2.423537703411708,0.06136384432246035,3.122994053164918,2.3349139801094054,5.435591745451394,5.46564613875585,0.15088003095913563,0.07457724978085208,0.6335488176739099,0.03304785404620035,0.0022545993368774326,0.20817493562028846,0.5007752879124893,0.0,0.3175182287375385,931,0,0,0,6,27,107
"Sharks, PROCESS Baking",0.2776317365982795,3.295836866004329,0.0408677077611033,3.3219480100080148,1.8296973085684471,5.2574953720277815,5.346427027118564,0.08591553868285934,0.048790164169432,0.5403289459664655,0.03536714383729131,0.001199280575482097,0.21026092548319605,0.8704561955303556,0.0,0.27784816339276136,931,9,0,0,6,27,107
"Sharks, PROCESS Cooking in water",0.2776317365982795,3.295836866004329,0.0408677077611033,3.3219480100080148,1.8296973085684471,5.2574953720277815,5.346427027118564,0.08591553868285934,0.048790164169432,0.5403289459664655,0.03536714383729131,0.001199280575482097,0.21026092548319605,0.8704561955303556,0.0,0.27784816339276136,931,11,0,0,6,27,107
"Sharks, PROCESS Frying",0.2776317365982795,3.295836866004329,0.0408677077611033,3.3219480100080148,1.8296973085684471,5.2574953720277815,5.346427027118564,0.08591553868285934,0.048790164169432,0.5403289459664655,0.03536714383729131,0.001199280575482097,0.21026092548319605,0.8704561955303556,0.0,0.27784816339276136,931,14,0,0,6,27,107
"Sharks, PROCESS Steaming",0.2776317365982795,3.295836866004329,0.0408677077611033,3.3219480100080148,1.8296973085684471,5.2574953720277815,5.346427027118564,0.08591553868285934,0.048790164169432,0.5403289459664655,0.03536714383729131,0.001199280575482097,0.21026092548319605,0.8704561955303556,0.0,0.27784816339276136,931,18,0,0,6,27,107
Sheep fresh meat,0.4700036292457356,2.5084371471981943,0.09531017980432487,3.002849741322855,2.3109783423520676,5.092873392333228,5.585106183022603,0.20585205420414876,0.13228061072286998,0.9213067022632504,0.007968169649176874,0.0017641572448350087,0.17946032451292243,0.15357908792830066,0.0,1.4613355711410454,932,0,0,0,13,3,82
